uid,accuracy
595,88.86
596,92.28
597,91.61
598,92.01
599,86.88
600,92.06
601,73.74
602,91.71
603,87.99
604,92.08
605,85.77
606,75.99
607,93.04
608,88.55
609,93.36
610,92.18
611,92.92
612,75.53
613,91.21
614,88.77
615,92.29
616,92.57
617,92.02
618,92.47
619,89.85
620,76.38
621,91.6
622,92.41
623,92.79
624,68.44
625,91.57
626,92.26
627,88.05
628,91.07
629,93.15
630,91.84
631,89.3
632,10.0
633,86.9
634,88.19
635,75.99
636,84.33
637,89.85
638,90.1
639,87.64
640,75.79
641,91.71
642,88.14
643,90.33
644,91.9
645,93.3
646,87.32
647,93.13
648,93.15
649,90.69
650,91.16
651,86.74
652,93.04
653,91.51
654,93.65
655,94.03
656,90.56
657,87.15
658,92.86
659,87.02
660,84.61
661,88.89
662,90.85
663,93.33
664,91.74
665,91.76
666,92.64
667,91.38
668,88.42
669,10.0
670,88.17
671,87.28
672,92.57
673,88.4
674,76.22
675,67.6
676,84.98
677,75.51
678,91.91
679,91.82
680,92.38
681,93.34
682,93.4
683,73.06
684,93.51
685,90.38
686,91.96
687,86.07
688,92.85
689,92.96
690,93.87
691,89.46
692,93.29
693,70.72
694,91.51
695,93.12
696,87.39
697,90.45
698,92.51
699,94.08
700,91.8
701,88.63
702,93.42
703,92.46
704,89.13
705,87.31
706,89.19
707,93.37
708,92.83
709,89.67
710,85.22
711,89.84
712,89.21
713,88.4
714,93.05
715,89.54
716,75.79
717,91.8
718,89.67
719,84.28
720,92.12
721,92.85
722,93.81
723,63.36
724,90.91
725,92.97
726,92.05
727,89.51
728,88.73
729,91.36
730,91.41
731,91.92
732,93.53
733,93.1
734,86.99
735,90.76
736,90.09
737,89.38
738,87.78
739,90.01
740,91.1
741,88.88
742,92.5
743,82.62
744,91.13
745,73.28
746,89.09
747,93.04
748,87.86
749,93.16
750,92.3
751,91.86
752,92.71
753,84.56
754,90.96
755,90.47
756,90.08
757,87.36
758,86.54
759,76.07
760,92.28
761,90.9
762,87.41
763,75.88
764,76.01
765,87.79
766,91.03
767,84.52
768,91.85
769,82.38
770,93.17
771,92.27
772,79.55
773,92.9
774,91.49
775,88.94
776,81.85
777,87.0
778,92.19
779,89.21
780,83.17
781,92.02
782,92.27
783,91.61
784,86.75
785,91.96
786,88.62
787,92.02
788,85.27
789,86.65
790,92.17
791,92.11
792,88.09
793,92.75
794,89.02
795,87.13
796,92.11
797,93.68
798,88.85
799,83.15
800,91.41
801,92.83
802,88.84
803,92.81
804,91.72
805,90.77
806,69.45
807,89.48
808,92.34
809,90.95
810,93.03
811,92.39
812,80.04
813,91.39
814,91.97
815,92.25
816,90.85
817,92.44
818,88.37
819,91.02
820,90.46
821,91.09
822,90.74
823,90.18
824,93.04
825,90.12
826,84.87
827,92.41
828,91.16
829,91.18
830,78.91
831,89.18
832,52.19
833,92.13
834,75.24
835,88.64
836,88.91
837,92.07
838,92.66
839,87.42
840,93.07
841,91.39
842,92.27
843,92.21
844,93.54
845,69.09
846,91.96
847,91.41
848,88.84
849,84.39
850,80.75
851,86.78
852,93.21
853,80.97
854,91.2
855,92.18
856,92.14
857,94.05
858,89.71
859,90.21
860,89.76
861,81.99
862,93.45
863,90.94
864,86.73
865,89.43
866,92.57
867,10.0
868,92.11
869,93.65
870,91.14
871,92.11
872,92.34
873,93.49
874,88.18
875,91.63
876,79.95
877,91.1
878,84.33
879,10.0
880,90.04
881,91.49
882,88.88
883,92.24
884,92.46
885,10.0
886,89.54
887,78.2
888,91.27
889,91.21
890,89.18
891,91.53
892,92.14
893,54.25
894,88.79
895,92.93
896,91.98
897,89.57
898,93.33
899,75.47
900,87.7
901,79.86
902,90.11
903,92.73
904,88.95
905,87.22
906,88.85
907,91.88
908,92.6
909,90.35
910,93.13
911,90.72
912,93.13
913,72.83
914,91.31
915,92.86
916,91.97
917,89.49
918,90.21
919,91.23
920,79.51
921,92.88
922,84.44
923,92.17
924,91.52
925,92.63
926,86.74
927,87.62
928,87.94
929,84.5
930,88.9
931,62.56
932,91.98
933,10.0
934,74.25
935,80.34
936,67.82
937,93.67
938,93.09
939,10.0
940,88.98
941,92.19
942,89.18
943,86.88
944,92.09
945,92.98
946,88.02
947,86.65
948,87.53
949,86.29
950,90.43
951,92.71
952,86.26
953,86.5
954,51.22
955,91.96
956,88.95
957,68.9
958,92.67
959,92.63
960,93.08
961,92.74
962,88.45
963,91.44
964,85.14
965,92.33
966,89.87
967,88.7
968,89.17
969,88.11
970,86.7
971,88.06
972,90.88
973,91.97
974,89.97
975,89.3
976,92.27
977,93.11
978,89.61
979,91.22
980,90.48
981,92.3
982,92.98
983,93.42
984,90.06
985,92.05
986,89.66
987,89.77
988,86.09
989,85.28
990,92.25
991,93.05
992,91.85
993,91.94
994,88.88
995,90.1
996,92.87
997,88.59
998,92.84
999,91.46
1000,93.79
1001,89.88
1002,92.15
1003,70.08
1004,82.42
1005,89.3
1006,92.51
1007,67.99
1008,87.03
1009,91.36
1010,92.64
1011,91.93
1012,89.11
1013,93.21
1014,90.49
1015,91.14
1016,90.96
1017,75.72
1018,91.81
1019,90.48
1020,86.46
1021,92.62
1022,91.26
1023,92.56
1024,93.13
1025,92.11
1026,82.89
1027,93.65
1028,74.43
1029,84.59
1030,92.14
1031,90.92
1032,89.14
1033,89.4
1034,92.56
1035,92.72
1036,91.89
1037,91.16
1038,92.19
1039,79.38
1040,92.56
1041,88.63
1042,92.76
1043,89.94
1044,92.17
1045,90.39
1046,93.11
1047,89.75
1048,90.46
1049,92.59
1050,92.48
1051,86.13
1052,88.92
1053,93.47
1054,87.01
1055,91.78
1056,80.51
1057,75.79
1058,93.12
1059,92.97
1060,90.49
1061,86.67
1062,93.95
1063,10.0
1064,86.97
1065,84.85
1066,92.33
1067,90.51
1068,92.6
1069,92.83
1070,60.62
1071,90.9
1072,88.65
1073,92.43
1074,91.03
1075,89.83
1076,87.18
1077,91.87
1078,92.94
1079,92.68
1080,93.36
1081,80.61
1082,87.5
1083,83.02
1084,93.27
1085,75.02
1086,92.82
1087,75.69
1088,92.98
1089,91.88
1090,90.38
1091,88.6
1092,79.45
1093,92.83
1094,84.86
1095,90.1
1096,91.77
1097,86.88
1098,89.13
1099,92.23
1100,90.2
1101,90.56
1102,91.49
1103,87.88
1104,88.47
1105,93.14
1106,86.67
1107,75.63
1108,88.95
1109,88.47
1110,87.15
1111,84.74
1112,92.58
1113,90.93
1114,93.71
1115,91.35
1116,75.24
1117,89.43
1118,76.28
1119,78.45
1120,93.23
1121,91.25
1122,93.04
1123,88.82
1124,89.84
1125,52.04
1126,90.98
1127,91.83
1128,91.51
1129,91.92
1130,92.65
1131,92.3
1132,88.76
1133,88.55
1134,81.62
1135,91.86
1136,91.11
1137,89.85
1138,92.1
1139,93.27
1140,86.66
1141,88.51
1142,91.09
1143,86.97
1144,92.4
1145,93.18
1146,89.11
1147,89.32
1148,92.82
1149,93.09
1150,90.27
1151,90.2
1152,88.81
1153,90.31
1154,92.64
1155,87.62
1156,92.92
1157,91.94
1158,69.65
1159,87.48
1160,93.35
1161,92.7
1162,93.45
1163,86.56
1164,86.47
1165,92.85
1166,84.88
1167,92.63
1168,91.49
1169,92.52
1170,92.38
1171,88.84
1172,91.8
1173,92.44
1174,88.29
1175,90.96
1176,92.22
1177,93.71
1178,90.81
1179,86.02
1180,92.39
1181,91.5
1182,78.92
1183,87.19
1184,70.48
1185,91.39
1186,90.7
1187,90.94
1188,88.98
1189,93.25
1190,91.93
1191,89.66
1192,91.71
1193,90.93
1194,86.3
1195,93.24
1196,92.2
1197,87.69
1198,91.07
1199,89.73
1200,86.45
1201,75.15
1202,85.87
1203,92.41
1204,90.48
1205,92.26
1206,87.3
1207,91.99
1208,92.13
1209,88.81
1210,91.92
1211,87.14
1212,75.58
1213,91.65
1214,86.77
1215,88.96
1216,84.8
1217,92.65
1218,91.47
1219,92.1
1220,91.99
1221,58.49
1222,85.67
1223,92.21
1224,92.39
1225,87.93
1226,91.98
1227,91.6
1228,88.92
1229,91.11
1230,78.88
1231,73.36
1232,75.53
1233,91.3
1234,10.0
1235,85.2
1236,87.65
1237,93.13
1238,87.64
1239,92.59
1240,89.35
1241,89.47
1242,75.02
1243,89.79
1244,89.43
1245,92.26
1246,91.12
1247,89.57
1248,92.44
1249,75.15
1250,92.45
1251,91.64
1252,92.62
1253,89.7
1254,90.96
1255,92.72
1256,92.58
1257,88.77
1258,88.61
1259,87.1
1260,89.99
1261,92.22
1262,91.97
1263,86.24
1264,92.41
1265,92.41
1266,79.89
1267,92.96
1268,90.38
1269,90.31
1270,89.2
1271,91.31
1272,73.49
1273,80.44
1274,89.44
1275,93.19
1276,80.13
1277,93.38
1278,88.79
1279,88.28
1280,86.39
1281,92.66
1282,88.56
1283,88.34
1284,76.45
1285,92.97
1286,88.49
1287,92.98
1288,91.94
1289,92.61
1290,92.15
1291,10.0
1292,90.27
1293,89.29
1294,84.81
1295,92.45
1296,72.5
1297,92.4
1298,92.04
1299,91.59
1300,92.71
1301,92.21
1302,88.28
1303,92.54
1304,92.06
1305,89.32
1306,89.9
1307,90.11
1308,80.4
1309,86.76
1310,86.39
1311,80.08
1312,79.8
1313,92.27
1314,91.09
1315,86.71
1316,92.74
1317,94.26
1318,82.02
1319,88.92
1320,90.33
1321,89.96
1322,92.26
1323,10.0
1324,90.2
1325,68.7
1326,84.68
1327,92.36
1328,90.91
1329,84.31
1330,90.4
1331,88.93
1332,93.26
1333,89.57
1334,88.78
1335,93.34
1336,89.71
1337,91.85
1338,90.79
1339,92.06
1340,88.13
1341,91.8
1342,75.78
1343,90.18
1344,88.63
1345,91.78
1346,93.29
1347,92.51
1348,84.25
1349,91.8
1350,89.84
1351,86.47
1352,92.06
1353,92.41
1354,89.17
1355,87.16
1356,92.31
1357,90.66
1358,75.37
1359,89.53
1360,93.13
1361,93.35
1362,92.24
1363,92.57
1364,91.71
1365,88.5
1366,91.85
1367,92.26
1368,89.35
1369,87.3
1370,89.14
1371,92.15
1372,91.32
1373,87.82
1374,92.27
1375,91.27
1376,88.22
1377,88.6
1378,91.44
1379,90.27
1380,88.47
1381,52.53
1382,92.66
1383,93.17
1384,86.7
1385,88.62
1386,93.17
1387,92.62
1388,91.21
1389,91.04
1390,76.06
1391,91.88
1392,91.02
1393,89.66
1394,85.04
1395,89.28
1396,92.77
1397,79.02
1398,91.56
1399,91.92
1400,91.28
1401,85.65
1402,91.19
1403,88.33
1404,90.21
1405,89.03
1406,93.43
1407,88.5
1408,79.59
1409,86.31
1410,87.09
1411,79.83
1412,84.67
1413,92.77
1414,93.68
1415,91.69
1416,89.48
1417,91.63
1418,55.51
1419,91.21
1420,92.03
1421,82.48
1422,90.95
1423,86.96
1424,92.18
1425,94.29
1426,88.96
1427,91.79
1428,93.64
1429,91.96
1430,92.26
1431,89.05
1432,89.72
1433,90.99
1434,92.51
1435,89.13
1436,90.06
1437,92.19
1438,92.16
1439,92.15
1440,92.25
1441,86.5
1442,75.85
1443,91.84
1444,89.69
1445,93.19
1446,92.95
1447,89.14
1448,79.92
1449,91.95
1450,92.34
1451,92.41
1452,87.04
1453,92.1
1454,91.2
1455,90.99
1456,87.59
1457,92.4
1458,89.83
1459,94.19
1460,92.29
1461,91.67
1462,93.74
1463,90.88
1464,91.34
1465,88.92
1466,88.0
1467,91.97
1468,87.05
1469,92.15
1470,89.53
1471,90.74
1472,92.67
1473,91.2
1474,88.72
1475,92.02
1476,85.79
1477,53.37
1478,87.59
1479,91.79
1480,88.75
1481,86.82
1482,83.71
1483,88.78
1484,89.86
1485,92.58
1486,92.34
1487,92.14
1488,89.89
1489,92.44
1490,91.05
1491,92.78
1492,90.6
1493,91.79
1494,91.41
1495,87.91
1496,88.66
1497,86.66
1498,93.15
1499,91.88
1500,91.35
1501,62.2
1502,90.16
1503,91.49
1504,89.09
1505,10.0
1506,92.03
1507,92.02
1508,88.51
1509,10.0
1510,91.74
1511,91.94
1512,91.27
1513,90.65
1514,93.2
1515,88.43
1516,92.52
1517,90.99
1518,87.76
1519,91.74
1520,86.4
1521,92.93
1522,79.04
1523,92.15
1524,90.99
1525,90.61
1526,89.65
1527,92.93
1528,80.04
1529,92.31
1530,92.87
1531,86.06
1532,90.62
1533,84.45
1534,69.24
1535,88.74
1536,91.12
1537,92.0
1538,91.7
1539,68.37
1540,86.8
1541,92.63
1542,68.74
1543,92.0
1544,92.27
1545,92.02
1546,70.06
1547,89.91
1548,92.4
1549,87.05
1550,89.16
1551,84.84
1552,88.6
1553,10.0
1554,85.83
1555,93.54
1556,93.55
1557,90.6
1558,89.6
1559,92.02
1560,10.0
1561,87.34
1562,10.0
1563,90.87
1564,93.06
1565,86.64
1566,90.92
1567,92.74
1568,91.9
1569,90.24
1570,59.89
1571,91.23
1572,93.09
1573,93.48
1574,86.57
1575,92.49
1576,91.86
1577,91.79
1578,92.22
1579,91.01
1580,91.32
1581,91.38
1582,70.09
1583,93.7
1584,92.41
1585,93.45
1586,61.93
1587,92.91
1588,91.16
1589,84.95
1590,91.81
1591,86.55
1592,87.54
1593,88.94
1594,88.55
1595,88.75
1596,91.04
1597,91.17
1598,87.28
1599,88.97
1600,81.05
1601,86.47
1602,88.99
1603,92.41
1604,92.09
1605,91.67
1606,89.6
1607,90.16
1608,89.84
1609,90.22
1610,86.61
1611,91.1
1612,92.83
1613,92.19
1614,91.3
1615,88.82
1616,89.93
1617,93.49
1618,72.0
1619,93.26
1620,86.02
1621,93.46
1622,88.85
1623,91.63
1624,88.9
1625,92.05
1626,92.44
1627,90.02
1628,88.82
1629,76.01
1630,91.91
1631,89.46
1632,93.48
1633,84.85
1634,88.51
1635,88.05
1636,92.75
1637,86.71
1638,91.88
1639,90.89
1640,91.43
1641,90.83
1642,88.95
1643,91.92
1644,88.38
1645,90.25
1646,93.26
1647,92.69
1648,90.82
1649,91.65
1650,90.97
1651,10.0
1652,91.17
1653,93.26
1654,93.83
1655,78.69
1656,93.68
1657,92.0
1658,92.6
1659,92.59
1660,75.43
1661,92.01
1662,91.45
1663,90.01
1664,90.61
1665,86.93
1666,90.83
1667,86.11
1668,92.29
1669,93.72
1670,87.45
1671,87.54
1672,68.19
1673,90.86
1674,90.74
1675,88.52
1676,69.28
1677,54.09
1678,91.98
1679,92.21
1680,92.13
1681,91.74
1682,92.38
1683,92.48
1684,91.35
1685,85.9
1686,91.19
1687,92.21
1688,90.35
1689,90.95
1690,87.2
1691,91.27
1692,91.52
1693,91.95
1694,75.78
1695,84.93
1696,78.98
1697,92.04
1698,92.25
1699,91.58
1700,84.0
1701,91.56
1702,87.93
1703,88.5
1704,92.07
1705,89.09
1706,92.26
1707,91.51
1708,92.25
1709,88.59
1710,89.72
1711,86.93
1712,86.93
1713,90.78
1714,90.87
1715,89.09
1716,93.67
1717,69.75
1718,89.63
1719,87.13
1720,91.09
1721,90.66
1722,80.53
1723,89.57
1724,93.33
1725,90.61
1726,90.57
1727,82.49
1728,84.69
1729,92.91
1730,86.71
1731,91.44
1732,89.52
1733,92.32
1734,92.56
1735,87.59
1736,92.1
1737,70.25
1738,90.2
1739,85.42
1740,91.81
1741,89.84
1742,93.54
1743,87.42
1744,88.31
1745,92.7
1746,58.58
1747,91.71
1748,87.09
1749,92.67
1750,88.64
1751,89.6
1752,90.09
1753,92.43
1754,80.4
1755,86.4
1756,90.15
1757,87.89
1758,91.91
1759,89.79
1760,90.99
1761,85.24
1762,92.9
1763,91.87
1764,91.35
1765,55.16
1766,91.71
1767,84.87
1768,73.19
1769,92.09
1770,89.18
1771,84.88
1772,92.15
1773,91.22
1774,10.0
1775,92.43
1776,75.72
1777,84.05
1778,92.01
1779,86.31
1780,91.68
1781,89.52
1782,80.22
1783,92.46
1784,87.65
1785,86.65
1786,92.13
1787,75.97
1788,90.87
1789,91.22
1790,91.03
1791,91.64
1792,93.38
1793,92.33
1794,90.54
1795,92.06
1796,91.68
1797,93.03
1798,75.81
1799,91.7
1800,81.69
1801,91.04
1802,77.61
1803,76.08
1804,88.77
1805,91.67
1806,92.38
1807,91.32
1808,91.1
1809,92.24
1810,93.0
1811,90.74
1812,92.55
1813,91.78
1814,89.34
1815,91.82
1816,92.52
1817,88.1
1818,93.58
1819,92.19
1820,92.12
1821,91.92
1822,91.12
1823,92.99
1824,92.36
1825,92.98
1826,88.65
1827,91.78
1828,92.77
1829,73.74
1830,90.14
1831,75.56
1832,89.1
1833,89.69
1834,92.43
1835,61.21
1836,92.25
1837,90.04
1838,84.57
1839,87.78
1840,93.55
1841,89.51
1842,93.65
1843,92.39
1844,90.15
1845,92.54
1846,90.22
1847,90.57
1848,91.02
1849,10.0
1850,89.54
1851,10.0
1852,10.0
1853,91.7
1854,91.87
1855,79.41
1856,93.6
1857,82.01
1858,92.39
1859,91.46
1860,86.72
1861,90.12
1862,91.19
1863,86.87
1864,91.16
1865,92.9
1866,86.92
1867,88.76
1868,92.47
1869,93.44
1870,88.13
1871,80.57
1872,86.63
1873,92.02
1874,84.86
1875,91.02
1876,89.91
1877,92.78
1878,89.93
1879,88.11
1880,92.42
1881,61.05
1882,88.63
1883,91.65
1884,91.39
1885,70.11
1886,93.16
1887,90.15
1888,92.14
1889,84.64
1890,77.1
1891,89.26
1892,92.51
1893,92.9
1894,92.3
1895,92.09
1896,93.15
1897,92.85
1898,92.53
1899,92.07
1900,89.08
1901,92.04
1902,92.51
1903,90.28
1904,88.86
1905,85.8
1906,93.76
1907,88.58
1908,92.01
1909,91.68
1910,92.28
1911,10.0
1912,92.95
1913,92.0
1914,89.59
1915,90.93
1916,92.16
1917,89.73
1918,88.48
1919,82.33
1920,92.25
1921,86.48
1922,68.8
1923,89.1
1924,88.77
1925,91.01
1926,92.64
1927,93.18
1928,82.42
1929,82.09
1930,79.37
1931,88.41
1932,92.83
1933,91.79
1934,92.78
1935,90.83
1936,92.46
1937,88.92
1938,93.34
1939,93.3
1940,82.85
1941,93.61
1942,80.69
1943,93.36
1944,85.94
1945,92.16
1946,75.52
1947,90.13
1948,90.32
1949,86.64
1950,92.37
1951,92.48
1952,92.27
1953,75.95
1954,89.46
1955,91.32
1956,89.87
1957,88.56
1958,91.5
1959,89.82
1960,91.2
1961,92.47
1962,86.56
1963,93.54
1964,92.06
1965,93.41
1966,91.95
1967,89.87
1968,92.8
1969,92.36
1970,93.05
1971,73.09
1972,88.61
1973,91.61
1974,88.34
1975,92.57
1976,92.22
1977,86.67
1978,84.78
1979,91.82
1980,79.57
1981,91.9
1982,90.53
1983,92.19
1984,91.76
1985,90.7
1986,91.61
1987,88.89
1988,84.66
1989,89.25
1990,78.17
1991,91.91
1992,92.42
1993,88.85
1994,90.4
1995,86.38
1996,92.06
1997,91.1
1998,69.01
1999,88.29
2000,91.95
2001,85.98
2002,88.71
2003,79.77
2004,91.97
2005,92.22
2006,92.94
2007,89.01
2008,89.89
2009,89.77
2010,92.15
2011,92.75
2012,91.5
2013,93.83
2014,90.78
2015,91.28
2016,92.74
2017,87.8
2018,94.08
2019,88.56
2020,88.64
2021,88.47
2022,91.84
2023,92.13
2024,86.86
2025,92.08
2026,92.16
2027,86.28
2028,85.89
2029,92.93
2030,94.17
2031,90.19
2032,91.49
2033,88.39
2034,92.24
2035,89.67
2036,85.84
2037,92.23
2038,91.55
2039,87.36
2040,89.04
2041,87.07
2042,84.93
2043,88.3
2044,92.51
2045,89.65
2046,90.99
2047,91.49
2048,92.91
2049,92.83
2050,10.0
2051,10.0
2052,90.68
2053,94.24
2054,90.2
2055,91.63
2056,90.1
2057,92.05
2058,93.18
2059,91.42
2060,89.07
2061,89.96
2062,88.52
2063,88.65
2064,92.2
2065,89.82
2066,93.95
2067,81.9
2068,91.53
2069,92.09
2070,88.98
2071,92.39
2072,80.51
2073,92.35
2074,92.32
2075,92.84
2076,88.63
2077,92.08
2078,91.27
2079,91.23
2080,91.37
2081,88.21
2082,92.95
2083,91.99
2084,75.91
2085,91.49
2086,91.91
2087,91.31
2088,89.39
2089,89.62
2090,86.34
2091,92.29
2092,88.08
2093,89.51
2094,88.42
2095,88.99
2096,91.8
2097,76.31
2098,90.57
2099,92.55
2100,91.76
2101,75.68
2102,93.35
2103,92.6
2104,90.35
2105,92.95
2106,87.71
2107,91.4
2108,89.58
2109,89.06
2110,86.2
2111,87.62
2112,90.28
2113,92.24
2114,92.02
2115,82.43
2116,91.52
2117,88.99
2118,86.32
2119,84.36
2120,87.37
2121,93.44
2122,91.07
2123,92.49
2124,75.26
2125,78.37
2126,91.95
2127,91.67
2128,88.54
2129,92.3
2130,90.09
2131,81.68
2132,86.82
2133,88.28
2134,86.36
2135,91.04
2136,93.02
2137,89.81
2138,77.45
2139,90.38
